title,price,isbn,publication_year,language,cover_type,pages_number,author_id,publisher_id,book_id,genre,rating
Ленинград.Архитектура модернизма.19551991.Справочник путеводитель,11200.0,9785604538203,2023.0,Russian,Soft,344.0,183,31,234,Thriller,4.8
Книга Н. Клеймана Этюды об Эйзенштейне и Пушкине»,14800.0,9785604538395,2023.0,Russian,Soft,520.0,184,31,235,Self-Help,1.0
"Книга Роберт Берд ""Андрей Тарковский: стихии кино"".",6200.0,9785990971790,2023.0,Russian,Soft,360.0,185,31,236,Non-Fiction,2.3
"Книга ""Мультисенсорный музей""",11700.0,9785604538234,2023.0,Russian,Soft,496.0,186,31,237,Fiction,2.4
Մանյունյան. Տայի հոբելյանն ու այլ տագնապներ,5800.0,9789939884646,2023.0,Armenian,Hard,292.0,187,1,238,Thriller,0.8
Պարզապես միասին,6400.0,9789939689784,2023.0,Armenian,Hard,448.0,188,8,239,Self-Help,3.2
The Golden Swift,3500.0,9781526647641,2022.0,English,Soft,272.0,189,32,240,Romance,4.4
Базы данных инжиниринг надесности,16800.0,9785446113101,2020.0,Russian,Soft,304.0,190,33,241,Romance,0.1
Три мушкетера,6100.0,9785389198814,2023.0,Russian,Hard,736.0,117,19,242,Self-Help,2.4
Невыносимая легкость бытия,2100.0,9785389198906,2023.0,Russian,Hard,352.0,109,15,243,Science Fiction,4.5
Шутка,4300.0,9785389198913,2023.0,Russian,Hard,416.0,109,19,244,History,1.2
Одураченные случайностью. О скрытой роли шанса в бизнесе и в жизни,5900.0,9785389199743,2023.0,Russian,Hard,400.0,191,15,245,Science Fiction,4.7
История магии и суеверий. От древности до начала XX века,8900.0,9785389202757,2023.0,Russian,Hard,672.0,192,20,246,Fantasy,3.1
Любовник леди Чаттерли. Сыновья и любовники,6800.0,9785389203075,2023.0,Russian,Hard,864.0,193,19,247,Fiction,3.1
Стамбул. Город воспоминаний,5900.0,9785389203419,2023.0,Russian,Hard,480.0,116,15,248,Thriller,2.9
Атлас. Личная библиотека,4400.0,9785389203433,2023.0,Russian,Hard,320.0,115,15,249,History,2.0
Красное и черное. Пармская обитель,6500.0,9785389205970,2023.0,Russian,Hard,960.0,194,19,250,Fiction,3.0
Слово живое и мертвое,5500.0,9785389207639,2023.0,Russian,Hard,544.0,195,15,251,Self-Help,4.4
Черная книга,5900.0,9785389208902,2023.0,Russian,Hard,544.0,116,19,252,Romance,3.4
Королева Марго,5900.0,9785389208988,2023.0,Russian,Hard,640.0,117,19,253,Biography,4.3
Сожженная карта. Тайное свидание. Вошедшие в ковчег,6500.0,9785389210028,2023.0,Russian,Hard,640.0,196,15,254,Non-Fiction,0.2
Двадцать лет спустя,6500.0,9785389211452,2023.0,Russian,Hard,880.0,117,19,255,Self-Help,4.4
Мартин Иден. Маленькая хозяйка большого дома,5900.0,9785389187511,2023.0,Russian,Hard,864.0,197,19,256,Fantasy,4.1
Лунный камень. Когда опускается ночь,6400.0,9785389188969,2023.0,Russian,Hard,832.0,198,19,257,Biography,3.8
Возвращение в Брайдсхед. Незабвенная,5900.0,9785389189737,2023.0,Russian,Hard,512.0,199,19,258,Fantasy,4.1
Госпожа Бовари. Воспитание чувств. Простая душа,6100.0,9785389190719,2023.0,Russian,Hard,768.0,200,19,259,Fantasy,1.2
Приключения Арсена Люпена,7500.0,9785389191020,2023.0,Russian,Hard,992.0,110,15,260,Science Fiction,0.3
Женщина в белом,5600.0,9785389190801,2023.0,Russian,Hard,672.0,198,19,261,Fantasy,0.4
"Милый друг. Жизнь. Романы, новеллы",7200.0,9785389197534,2023.0,Russian,Hard,832.0,201,19,262,Fiction,0.6
Ярмарка Тщеславия,6800.0,9785389198746,2023.0,Russian,Hard,864.0,202,19,263,Non-Fiction,3.1
Возвращение Арсена Люпена,6900.0,9785389222236,2023.0,Russian,Hard,832.0,110,15,264,Mystery,3.5
Проклятые короли. Железный король. Узница Шато-Гайара. Яд и корона,8400.0,9785389225619,2023.0,Russian,Hard,720.0,203,15,265,Fiction,1.1
СИХАРУЛИ: Рецепт грузинского счастья,7800.0,9785389226425,2023.0,Russian,Hard,288.0,204,20,266,Non-Fiction,0.1
Мечта гурмана. Париж. Гастрономические искушения города любви,12400.0,9785389163379,2023.0,Russian,Hard,256.0,205,20,267,Fiction,3.7
Мечта гурмана. Рим. Оригинальные и классические рецепты из Вечного города,12400.0,9785389163386,2023.0,Russian,Hard,256.0,206,20,268,Non-Fiction,2.8
Большие надежды. Лавка древностей,6500.0,9785389151383,2023.0,Russian,Hard,992.0,207,19,269,Fiction,3.0
Краткая история Англии,6800.0,9785389070363,2023.0,Russian,Hard,416.0,208,20,270,Mystery,4.0
Краткая история Франции,6600.0,9785389149755,2023.0,Russian,Hard,480.0,209,15,271,Romance,4.3
Колесо Времени. Книга 1. Око Мира,7500.0,9785389173712,2023.0,Russian,Hard,864.0,210,15,272,Fantasy,1.7
Краткая история Германии,5100.0,9785389132528,2023.0,Russian,Hard,256.0,211,20,273,Self-Help,1.1
Эстетическая бесконечность,6400.0,9785389150935,2023.0,Russian,Hard,480.0,212,15,274,Self-Help,2.5
Мороженое Gelato. Сочная палитра рецептов лучшего итальянского мороженого,8400.0,9785389185357,2023.0,Russian,Hard,256.0,213,20,275,Science Fiction,1.2
Краткая история Италии,5900.0,9785389182349,2023.0,Russian,Hard,368.0,214,20,276,Thriller,0.9
Краткая история Испании,5900.0,9785389182356,2023.0,Russian,Hard,320.0,214,20,277,Fiction,1.2
"Черчилль говорит. Цитаты, экспромты, афоризмы, размышления",15100.0,9785389169883,2023.0,Russian,Hard,1296.0,215,15,278,Biography,1.8
Հիշարժան զբոսանք,3900.0,9789939759425,2023.0,Armenian,Ultrathin,200.0,216,5,279,Thriller,2.4
Монастырский крест. Советская сага,7900.0,9789939034959,2023.0,Russian,Ultrathin,380.0,217,4,280,Biography,1.1
Последняя осень Кенигсберга,7900.0,9789939112817,2023.0,Russian,Ultrathin,216.0,217,4,281,Fantasy,0.4
Стеклянный трон,5700.0,9785389187016,2023.0,Russian,Hard,512.0,218,15,282,Self-Help,3.2
Краткая история Японии,7100.0,9785389127951,2023.0,Russian,Hard,512.0,219,20,283,Fiction,1.1
Основы анатомии человека. Наглядное руководство для художников,18300.0,9785389128613,2023.0,Russian,Hard,304.0,220,20,284,Biography,2.9
"Освенцим. Нацисты и ""окончательное решение еврейского вопроса""",7900.0,9785389135253,2023.0,Russian,Hard,448.0,221,20,285,Self-Help,3.8
Индия: 5000 лет истории,12600.0,9785389145238,2023.0,Russian,Hard,720.0,222,15,286,Non-Fiction,0.8
Анатомия,7600.0,9785389159969,2023.0,Russian,Hard,312.0,223,15,287,Fantasy,3.3
Перстень Лёвеншёльдов,7600.0,9785389075146,2023.0,Russian,Hard,928.0,224,19,288,Thriller,4.3
Собор Парижской Богоматери,5700.0,9785389187337,2023.0,Russian,Hard,640.0,225,15,289,Self-Help,2.9
Гарри Поттер. Комплект из 7 книг в футляре,43500.0,9785389106680,2023.0,Russian,Box,4416.0,74,34,290,Biography,3.1
РиккиТиккиТави. Сказки,1800.0,9785171506940,2023.0,Russian,Hard,144.0,226,11,291,History,1.2
Арсен Венгер. Моя жизнь в краснобелом. Автобиография,7200.0,9785171274979,2023.0,Russian,Hard,208.0,227,11,292,Biography,3.8
О дивный новый мир,2900.0,9785171332419,2023.0,Russian,Hard,288.0,228,11,293,Science Fiction,4.3
Ёжик в тумане. Сказки,2100.0,9785171472498,2023.0,Russian,Hard,144.0,229,11,294,History,2.4
Вредные советы,2200.0,9785171495268,2023.0,Russian,Hard,96.0,230,11,295,Romance,3.9
Пушкинский дом,7500.0,9785171504847,2023.0,Russian,Hard,492.0,231,11,296,Thriller,1.0
Ева,5100.0,9785171521547,2023.0,Russian,Hard,381.0,232,11,297,Self-Help,3.2
Тайна старого сундука,4100.0,9785171542689,2023.0,Russian,Hard,192.0,187,11,298,Science Fiction,1.6
День опричника,5300.0,9785171024482,2023.0,Russian,Hard,240.0,233,11,299,Fiction,2.1
Волшебник Изумрудного города,2200.0,9785171225209,2023.0,Russian,Hard,192.0,234,11,300,Thriller,3.3
Сиддхартха. Путешествие к земле Востока,3600.0,9785171393984,2023.0,Russian,Soft,224.0,235,11,301,Biography,3.1
Жизнь Арсеньева,1700.0,9785171379384,2023.0,Russian,Soft,448.0,236,11,302,History,0.7
Денискины рассказы,1900.0,9785171458454,2023.0,Russian,Hard,96.0,237,11,303,Fantasy,1.6
Приключения барона Мюнхаузена,2100.0,9785171458621,2023.0,Russian,Hard,96.0,238,11,304,History,1.6
Чук и Гек. Рассказы,2100.0,9785171462109,2023.0,Russian,Hard,144.0,239,11,305,Fiction,4.9
Дальше жить,2200.0,9785171499242,2023.0,Russian,Soft,253.0,187,11,306,History,1.4
Взрослые и дети. #Многобукв,5500.0,9785171447991,2023.0,Russian,Hard,320.0,240,11,307,Mystery,1.8
Тайная опора,2700.0,9785171492526,2023.0,Russian,Hard,320.0,240,11,308,History,1.5
Божественная комедия,10100.0,9785171034832,2023.0,Russian,Hard,432.0,241,11,309,Non-Fiction,4.7
Страна радости,3200.0,9785171206130,2023.0,Russian,Hard,320.0,242,11,310,Fiction,1.9
No Filter. История Instagram,7500.0,9785041136130,2023.0,Russian,Hard,304.0,243,16,311,Biography,3.0
Уоррен Баффетт. Танцуя к богатству!,15800.0,9785040985357,2023.0,Russian,Hard,416.0,244,16,312,Self-Help,0.2
Создатель,5700.0,9785699996537,2023.0,Russian,Hard,400.0,245,16,313,Biography,5.0
Старт: история успеха SpaceX. Илон Маск и команда,7300.0,9785041594367,2023.0,Russian,Hard,384.0,246,16,314,Romance,0.1
Капитализм всеобщего блага,5600.0,9785041545628,2023.0,Russian,Hard,352.0,247,16,315,History,3.3
Мистер Капоне. Настоящая история величайшего гангстера в мире,4900.0,9785041623074,2023.0,Russian,Soft,576.0,248,16,316,Romance,4.7
Геймифицируй это,6600.0,9785040971572,2023.0,Russian,Hard,400.0,249,16,317,Romance,4.4
ONLIFE. Ритейл будущего,3400.0,9785041025458,2023.0,Russian,Hard,320.0,250,16,318,Science Fiction,4.5
"Третья дверь. Секретный код успеха Билла Гейтса, Уоррена Баффетта, Стива Возняка, Леди Гаги и других",5900.0,9785041001377,2023.0,Russian,Hard,296.0,251,35,319,Non-Fiction,3.9
Все успешные CEO делают это,5400.0,9785041105464,2023.0,Russian,Hard,304.0,252,16,320,Mystery,0.3
Сильнейшие. Бизнес по правилам Netfliх,7200.0,9785040955572,2023.0,Russian,Hard,192.0,253,16,321,Self-Help,4.7
Սիրելի բարեկամ,5990.0,9789939980102,2023.0,Armenian,Hard,466.0,201,2,322,History,3.0
Շուշեցի մի ծիծաղող տղեկ,4490.0,9789939980119,2023.0,Armenian,Hard,207.0,254,2,323,Biography,2.1
Правила выживания в школе. Первая любовь,10500.0,9785001952237,2023.0,Russian,Hard,240.0,255,36,324,Self-Help,4.9
"Человек, который умер дважды",5600.0,9785001951759,2023.0,Russian,Hard,416.0,256,36,325,Fantasy,1.0
Շագանակագույն կոստյումով մարդը,3900.0,9789939759272,2023.0,Armenian,Soft,336.0,10,5,326,History,4.4
Fullmetal Alchemist: The Valley of White Petals: Part 3,5800.0,9781974725823,2023.0,English,Soft,224.0,257,37,327,Fantasy,5.0
Fullmetal Alchemist: Under the Faraway Sky: Part 4,5800.0,9781974725816,2023.0,English,Soft,224.0,257,37,328,Fantasy,4.4
Fullmetal Alchemist: The Abducted Alchemist: Part 2,5800.0,9781974725793,2023.0,English,Soft,192.0,257,37,329,Biography,2.6
Haikyu!! 45,5800.0,9781974723645,2023.0,English,Soft,232.0,258,37,330,Mystery,2.1
Haikyu!! 44,5700.0,9781974722839,2023.0,English,Soft,192.0,258,37,331,Fantasy,1.2
Tokyo Ghoul 3,6700.0,9781421594989,2023.0,English,Soft,248.0,259,37,332,Fiction,2.2
Tokyo Ghoul 14,6600.0,9781421590431,2023.0,English,Soft,224.0,259,37,333,Science Fiction,1.9
Tokyo Ghoul 13,6600.0,9781421590424,2023.0,English,Soft,216.0,259,37,334,Mystery,0.8
Bakuman 1,5200.0,9781421535135,2023.0,English,Soft,208.0,260,37,335,Biography,2.3
Death Note 11,5800.0,9781421511788,2023.0,English,Soft,216.0,260,37,336,Biography,2.7
Խաղաղությունը երկնքից են բերում,3500.0,9789939039398,2023.0,Armenian,Hard,103.0,261,4,337,Non-Fiction,4.1
Ամեն ոք ձեռներեց է,3900.0,9789939759319,2023.0,Armenian,Hard,304.0,262,5,338,Fiction,0.8
Վասակ իշխանի Ավետարանը եւ Կիլիկիայի Հայոց արքունական ձեռագրերի պատկերագրական ավանդույթները,25000.0,2002365000006,2023.0,Armenian,Hard,192.0,263,4,339,Science Fiction,4.1
Fiesta,5800.0,9781784878092,2023.0,English,Soft,240.0,264,38,340,Self-Help,1.0
The Age Of Innocence,5900.0,9781784878061,2023.0,English,Soft,304.0,265,38,341,History,1.0
The Inseparables,6200.0,9781784877187,2023.0,English,Soft,176.0,266,38,342,Fiction,2.0
The Day The World Stops Shopping,6500.0,9781784709242,2023.0,English,Soft,336.0,267,38,343,Thriller,1.9
The Journey Of Humanity,13200.0,9781847926913,2023.0,English,Soft,304.0,268,38,344,Fiction,4.0
The Starless Sea,6900.0,9781784702861,2023.0,English,Soft,512.0,269,38,345,Non-Fiction,1.0
Օսկար Ուայլդ․ Հեքիաթներ,3800.0,9785807706781,2023.0,Armenian,Soft,192.0,121,39,346,Non-Fiction,2.2
Միսս Պերեգրինի յուրահատուկ երեխաների տունը,6800.0,9785807708908,2023.0,Armenian,Hard,396.0,270,39,347,Fiction,4.5
Սովորական հայրենիք,5000.0,9789939115931,2023.0,Armenian,Hard,80.0,271,4,348,Non-Fiction,1.2
Հեքիաթներ․ Սուրեն Մուրադյան,2900.0,9789939607788,2023.0,Armenian,Soft,75.0,272,4,349,Thriller,3.6
Միայնակ ընդդեմ ճակատագրի,5800.0,9789939884844,2023.0,Armenian,Hard,448.0,171,1,350,Fiction,2.2
Մեղր ու լեղի աշխարհ,6500.0,9789939689975,2023.0,Armenian,Soft,280.0,273,4,351,Science Fiction,2.5
Մի կյանքից ավելի,4800.0,9789939884851,2023.0,Armenian,Hard,128.0,274,1,352,Fantasy,4.1
Արևմուտքի վախճանը,6900.0,9789939114323,2022.0,Armenian,Hard,400.0,275,40,353,Thriller,2.3
"Աստծո, մարդու և նրա երջանկության մասին",5250.0,9789939039794,2023.0,Armenian,Hard,168.0,276,41,354,Fiction,4.9
Հիսուսի կատուն,3490.0,9789939980157,2023.0,Armenian,Hard,168.0,277,2,355,Thriller,3.9
Սերը մայրամուտից այն կողմ,5000.0,9789939877907,2022.0,Armenian,Hard,180.0,278,4,356,History,0.6
Գրապապիկ,2000.0,9789939769721,2022.0,Armenian,Soft,30.0,279,4,357,Self-Help,1.0
Գործք,1500.0,9789939769974,2023.0,Armenian,Hard,292.0,280,4,358,Self-Help,1.4
Karabagh Diary. Poems from the Diaspora. Ղարաբաղյան օրագիր,2400.0,9789939042053,2023.0,Armenian,Soft,127.0,281,4,359,Fiction,0.3
The Promises of Giants : How YOU can fill the leadership void,24900.0,9781529345872,2023.0,English,Hard,240.0,282,42,360,Mystery,4.3
Пластичность мозга,5500.0,9785040915026,2023.0,Russian,Hard,544.0,283,35,361,Romance,1.4
Cézanne,11700.0,9780500204634,2023.0,English,Soft,240.0,284,43,362,Self-Help,2.8
Փրկենք հայրենիքը․ Հատոր 3,5800.0,9789939884868,2023.0,Armenian,Hard,392.0,285,1,363,Mystery,1.2
Ճոճանակ,6900.0,9789939115429,2022.0,Armenian,Hard,623.0,286,40,364,Self-Help,1.1
Ավելի լավ փող,4600.0,9789939043791,2023.0,Armenian,Hard,112.0,287,4,365,Thriller,1.2
"Գիտությունների թագուհի, թե պարզապես թագուհի",3000.0,9789939741130,2023.0,Armenian,Soft,219.0,288,5,366,Mystery,1.5
Der schwarze Obelisk,11600.0,9783462051476,2023.0,German,Soft,592.0,289,44,367,Fiction,2.0
Դանդաղ լուսաբաց,2300.0,9789939877976,2023.0,Armenian,Soft,91.0,290,9,368,Self-Help,0.6
The Ballad Of The Sad Cafe,6300.0,9780241590546,2023.0,English,Hard,128.0,291,45,369,Self-Help,1.8
Maybe Now,6400.0,9781398521124,2023.0,English,Soft,432.0,292,46,370,Fiction,5.0
Marcel Duchamp,11400.0,9780500204702,2023.0,English,Soft,264.0,293,43,371,Science Fiction,4.1
The Lives Of The Surrealists,13800.0,9780500296370,2023.0,English,Soft,272.0,294,43,372,Biography,0.3
Թումանյան և Իսահակյան. Երկու աշխարհընկալում,3990.0,9789939980072,2023.0,Armenian,Hard,235.0,295,2,373,Science Fiction,1.6
